domainID,siteID,plotID,trapID,collectDate,processingDate,identifiedDate,sampleID,individualID,specimenSource,taxonID,scientificName,taxonRank,identificationQualifier,scientificNameAuthorship,morphospeciesID,identificationReferences,identifiedBy,recordedBy,remarks,duplicateIndividualIDQF,individualCount,sampleType
D10,STER,STER_034,W,7/8/2014,2/3/2015,2/4/2015,STER_034.W.20140708.OC.01,NEON.BET.D10.001765,vial of pooled individuals,AMACAR,Amara carinata,species,,LeConte,,NA,XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl,XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl,,0,1,other carabid
D10,STER,STER_034,S,7/8/2014,2/3/2015,2/3/2015,STER_034.S.20140708.OC.01,NEON.BET.D10.001764,vial of pooled individuals,CYCTOR,Cyclotrachelus torvus,species,,LeConte,,NA,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,,0,1,other carabid
D10,STER,STER_034,S,7/8/2014,2/3/2015,2/3/2015,STER_034.S.20140708.OC.01,NEON.BET.D10.001763,vial of pooled individuals,ANIRUS,Anisodactylus rusticus,species,,Say,,NA,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,,0,1,other carabid
D10,STER,STER_034,S,7/8/2014,2/3/2015,2/3/2015,STER_034.S.20140708.OC.01,NEON.BET.D10.001762,vial of pooled individuals,AMACAR,Amara carinata,species,,LeConte,,NA,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,Rjv/PyMx3k4oygLKYkCbuIDsccqDw9So,,0,1,other carabid
D10,STER,STER_034,N,7/8/2014,2/4/2015,2/4/2015,STER_034.N.20140708.OC.01,NEON.BET.D10.001770,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl,XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001733,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001734,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001731,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001732,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001730,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001739,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001737,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001738,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001735,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001736,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001720,vial of pooled individuals,ANIRUS,Anisodactylus rusticus,species,,Say,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001721,vial of pooled individuals,HARAMP1,Harpalus amputatus,species,,Say,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001722,vial of pooled individuals,HARAMP1,Harpalus amputatus,species,,Say,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001723,vial of pooled individuals,EURGRO,Euryderus grossus,species,,Say,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001728,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001729,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001724,vial of pooled individuals,ANISP1,Anisodactylus (Gynandrotarsus) sp.,subgenus,,LaFertÃƒÂ©-SÃƒÂ©nectÃƒÂ¨re,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001725,vial of pooled individuals,,,,,,D10.2014.MorphL,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,approximately 15mm. basal pronotum indented with no dorsal ridge and not sinuate. elytra striate. Non toothed mentum. single orbital setae. similar to morph K but smaller,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001726,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001727,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.CRADUB.01,NEON.BET.D10.001716,vial of pooled individuals,CRADUB,Cratacanthus dubius,species,,Palisot de Beauvois,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,common carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.PASELO.01,NEON.BET.D10.001715,vial of pooled individuals,PASELO,Pasimachus elongatus,species,,LeConte,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,common carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.PASELO.01,NEON.BET.D10.001714,vial of pooled individuals,PASELO,Pasimachus elongatus,species,,LeConte,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,common carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.PASELO.01,NEON.BET.D10.001713,vial of pooled individuals,PASELO,Pasimachus elongatus,species,,LeConte,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,common carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001719,vial of pooled individuals,ANIRUS,Anisodactylus rusticus,species,,Say,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001718,vial of pooled individuals,ANIRUS,Anisodactylus rusticus,species,,Say,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001717,vial of pooled individuals,ANIRUS,Anisodactylus rusticus,species,,Say,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.OC.01,NEON.BET.D10.001712,vial of pooled individuals,SELSP2,Selenophorus sp.,genus,,Dejean,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.OC.01,NEON.BET.D10.001711,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.OC.01,NEON.BET.D10.001710,vial of pooled individuals,,,,,,D10.2014.MorphB,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,approximately 5 mm in length. 2 orbital setae. pronotum with somewhat parallel sides. brassy iridescence overall. Could be Amara cupreolata or A. convexa,0,1,other carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.OC.01,NEON.BET.D10.001709,vial of pooled individuals,ANISP1,Anisodactylus (Gynandrotarsus) sp.,subgenus,,LaFertÃƒÂ©-SÃƒÂ©nectÃƒÂ¨re,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.PASELO.01,NEON.BET.D10.001539,vial of pooled individuals,PASELO,Pasimachus elongatus,species,,LeConte,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,common carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.HARPEN.01,NEON.BET.D10.001551,vial of pooled individuals,HARPEN,Harpalus pensylvanicus,species,,DeGeer,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,common carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.HARPEN.01,NEON.BET.D10.001550,vial of pooled individuals,HARPEN,Harpalus pensylvanicus,species,,DeGeer,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,common carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.CRADUB.01,NEON.BET.D10.001549,vial of pooled individuals,CRADUB,Cratacanthus dubius,species,,Palisot de Beauvois,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,common carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.OC.01,NEON.BET.D10.001548,vial of pooled individuals,ANIRUS,Anisodactylus rusticus,species,,Say,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.CYCTOR.01,NEON.BET.D10.001543,vial of pooled individuals,CYCTOR,Cyclotrachelus torvus,species,,LeConte,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,common carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.CYCTOR.01,NEON.BET.D10.001542,vial of pooled individuals,CYCTOR,Cyclotrachelus torvus,species,,LeConte,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,common carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.PASELO.01,NEON.BET.D10.001541,vial of pooled individuals,PASELO,Pasimachus elongatus,species,,LeConte,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,common carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.PASELO.01,NEON.BET.D10.001540,vial of pooled individuals,PASELO,Pasimachus elongatus,species,,LeConte,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,common carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.OC.01,NEON.BET.D10.001547,vial of pooled individuals,ANIRUS,Anisodactylus rusticus,species,,Say,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.OC.01,NEON.BET.D10.001546,vial of pooled individuals,ANIRUS,Anisodactylus rusticus,species,,Say,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.OC.01,NEON.BET.D10.001545,vial of pooled individuals,HARAMP1,Harpalus amputatus,species,,Say,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_033,W,7/8/2014,2/4/2015,2/4/2015,STER_033.W.20140708.OC.01,NEON.BET.D10.001544,vial of pooled individuals,,,,,,D10.2014.MorphQ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Little AMACAR. No ridge on lower edges of pronotum.,0,1,other carabid
D10,STER,STER_033,E,7/8/2014,2/5/2015,2/5/2015,STER_033.E.20140708.PASELO.01,NEON.BET.D10.001651,vial of pooled individuals,HARCAL,Harpalus caliginosus,species,,Fabricius,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,common carabid
D10,STER,STER_033,E,7/8/2014,2/5/2015,2/5/2015,STER_033.E.20140708.PASELO.01,NEON.BET.D10.001650,vial of pooled individuals,PASELO,Pasimachus elongatus,species,,LeConte,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,common carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001646,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001649,vial of pooled individuals,SELSP2,Selenophorus sp.,genus,,Dejean,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001648,vial of pooled individuals,,,,,,D10.2014.MorphS,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,rounded pronotum with anterior punctate. Spots on posterior of elytra,0,1,other carabid
D10,STER,STER_033,S,7/8/2014,2/5/2015,2/5/2015,STER_033.S.20140708.OC.01,NEON.BET.D10.001647,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_031,N,7/8/2014,2/10/2015,2/10/2015,STER_031.N.20140708.OC.01,NEON.BET.D10.001789,vial of pooled individuals,,,,,,D10.2014.MorphF,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,approximately 10mm. leg more rufous than body. enlarged femur on all legs. One orbital setae,0,1,other carabid
D10,STER,STER_031,S,7/8/2014,2/10/2015,2/10/2015,STER_031.S.20140708.OC.01,NEON.BET.D10.001788,vial of pooled individuals,ANIRUS,Anisodactylus rusticus,species,,Say,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_031,S,7/8/2014,2/10/2015,2/10/2015,STER_031.S.20140708.OC.01,NEON.BET.D10.001787,vial of pooled individuals,HARAMP1,Harpalus amputatus,species,,Say,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_031,N,7/8/2014,2/10/2015,2/10/2015,STER_031.N.20140708.OC.01,NEON.BET.D10.001790,vial of pooled individuals,,,,,,D10.2014.MorphF,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,approximately 10mm. leg more rufous than body. enlarged femur on all legs. One orbital setae,0,1,other carabid
D10,STER,STER_031,S,7/8/2014,2/10/2015,2/10/2015,STER_031.S.20140708.OC.01,NEON.BET.D10.001692,vial of pooled individuals,CALAFF1,Calosoma affine,species,,Chaudoir,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_031,S,7/8/2014,2/10/2015,2/10/2015,STER_031.S.20140708.OC.01,NEON.BET.D10.001691,vial of pooled individuals,,,,,,D10.2014.MorphF,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,approximately 10mm. leg more rufous than body. enlarged femur on all legs. One orbital setae,0,1,other carabid
D10,STER,STER_032,W,7/8/2014,2/10/2015,2/10/2015,STER_032.W.20140708.OC.01,NEON.BET.D10.001685,vial of pooled individuals,CICPUN,Cicindela punctulata,species,,Olivier,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_032,W,7/8/2014,2/10/2015,2/10/2015,STER_032.W.20140708.OC.01,NEON.BET.D10.001686,vial of pooled individuals,,,,,,D10.2014.MorphU,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,approximately 5 mm. punctate along elytra intervals. Rounded pronotum. Very similar to Morph C.,0,1,other carabid
D10,STER,STER_032,W,7/8/2014,2/10/2015,2/10/2015,STER_032.W.20140708.OC.01,NEON.BET.D10.001683,vial of pooled individuals,PASELO,Pasimachus elongatus,species,,LeConte,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_032,W,7/8/2014,2/10/2015,2/10/2015,STER_032.W.20140708.OC.01,NEON.BET.D10.001684,vial of pooled individuals,CICPUN,Cicindela punctulata,species,,Olivier,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_032,S,7/8/2014,2/10/2015,2/10/2015,STER_032.S.20140708.OC.01,NEON.BET.D10.001680,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_032,S,7/8/2014,2/10/2015,2/10/2015,STER_032.S.20140708.OC.01,NEON.BET.D10.001681,vial of pooled individuals,,,,,,D10.2014.MorphJ,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,Could be Amara sp. approximately 10mm. bottom of pronotum has hook on it. brown color. Smaller than B,0,1,other carabid
D10,STER,STER_032,W,7/8/2014,2/10/2015,2/10/2015,STER_032.W.20140708.OC.01,NEON.BET.D10.001682,vial of pooled individuals,PASELO,Pasimachus elongatus,species,,LeConte,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_032,S,7/8/2014,2/10/2015,2/10/2015,STER_032.S.20140708.OC.01,NEON.BET.D10.001679,vial of pooled individuals,PASELO,Pasimachus elongatus,species,,LeConte,,NA,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,P+EeY8owwbjzXaiaPoIJpc6mcpR6iWBh,,0,1,other carabid
D10,STER,STER_029,N,7/8/2014,2/10/2015,2/10/2015,STER_029.N.20140708.OC.01,NEON.BET.D10.001590,vial of pooled individuals,,,,,,D10.2014.MorphL,NA,XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl,XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl,approximately 15mm. basal pronotum indented with no dorsal ridge and not sinuate. elytra striate. Non toothed mentum. single orbital setae. similar to morph K but smaller,0,1,other carabid
D10,STER,STER_029,N,7/8/2014,2/10/2015,2/10/2015,STER_029.N.20140708.OC.01,NEON.BET.D10.001592,vial of pooled individuals,,,,,,D10.2014.MorphF,NA,XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl,XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl,approximately 10mm. leg more rufous than body. enlarged femur on all legs. One orbital setae,0,1,other carabid
D10,STER,STER_029,N,7/8/2014,2/10/2015,2/10/2015,STER_029.N.20140708.OC.01,NEON.BET.D10.001591,vial of pooled individuals,,,,,,D10.2014.MorphF,NA,XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl,XXW8BqPXtz8Ncjf8bOi7gc6Hj7+NVXsl,approximately 10mm. leg more rufous than body. enlarged femur on all legs. One orbital setae,0,1,other carabid
